member_name,role,role_start_date,role_end_date,gender,name
μιλτιαδης παπαιωαννου,υπουργος εργασιας και κοινωνικων ασφαλισεων,25/09/1996,13/04/2000,male,miltiadis_papaioannou
μιλτιαδης παπαιωαννου,υπουργος επικρατειας,13/04/2000,24/10/2001,male,miltiadis_papaioannou
μιλτιαδης παπαιωαννου,υπουργος δικαιοσυνης διαφανειας και ανθρωπινων δικαιωματων,17/06/2011,11/11/2011,male,miltiadis_papaioannou
μιλτιαδης παπαιωαννου,υπουργος δικαιοσυνης διαφανειας και ανθρωπινων δικαιωματων,11/11/2011,17/05/2012,male,miltiadis_papaioannou
μιχαηλ γαλενιανος,υφυπουργος οικονομικων,07/08/1992,13/10/1993,male,mixail_galenianos
μιχαηλ θεοδωρακης (μικης),υπουργος επικρατειας,11/04/1991,01/04/1992,male,mixail_theodorakis
μιχαηλ θεοδωρακης (μικης),υπουργος χωρις χαρτοφυλακιο,11/04/1990,10/04/1991,male,mixail_theodorakis
μιχαηλ θεοχαριδης,υπουργος εσωτερικων,31/12/2014,27/01/2015,male,mixail_theoxaridis
μιχαηλ καλογηρος,υπουργος δικαιοσυνης διαφανειας και ανθρωπινων δικαιωματων,29/08/2018,09/07/2019,male,mixail_kalogiros
μιχαηλ καρχιμακης,υφυπουργος αγροτικης αναπτυξης και τροφιμων,07/10/2009,07/09/2010,male,mixail_karximakis
μιχαηλ μπεκιρης,υφυπουργος μεταφορων και επικοινωνιων,08/01/2009,07/10/2009,male,mixail_mpekiris
μιχαηλ παπαδοπουλος,υφυπουργος αγροτικης αναπτυξης και τροφιμων,08/01/2009,07/10/2009,male,mixail_papadopoulos
μιχαηλ παπαδοπουλος,υφυπουργος υποδομων μεταφορων και δικτυων,25/06/2013,27/01/2015,male,mixail_papadopoulos
μιχαηλ παπαδοπουλος,υφυπουργος υποδομων και μεταφορων,31/08/2021,26/05/2023,male,mixail_papadopoulos
μιχαηλ παπακωνσταντινου,υπουργος βιομηχανιας ενεργειας και τεχνολογιας,02/07/1989,12/10/1989,male,mixail_papakonstantinou
μιχαηλ παπακωνσταντινου,υπουργος γεωργιας,11/04/1990,08/08/1991,male,mixail_papakonstantinou
μιχαηλ παπακωνσταντινου,υπουργος εξωτερικων,07/08/1992,13/10/1993,male,mixail_papakonstantinou
μιχαηλ παπακωνσταντινου,υπουργος δικαιοσυνης,08/08/1991,07/08/1992,male,mixail_papakonstantinou
μιχαηλ τιμοσιδης,υφυπουργος υγειας και κοινωνικης αλληλεγγυης,07/09/2010,11/11/2011,male,mixail_timosidis
μιχαηλ τιμοσιδης,υφυπουργος υγειας και κοινωνικης αλληλεγγυης,11/11/2011,17/05/2012,male,mixail_timosidis
μιχαηλ χρυσοχοιδης,υφυπουργος εμποριου,08/07/1994,22/01/1996,male,mixail_xrusoxoidis
μιχαηλ χρυσοχοιδης,υφυπουργος εμποριου,22/01/1996,01/02/1996,male,mixail_xrusoxoidis
μιχαηλ χρυσοχοιδης,υφυπουργος αναπτυξης,01/02/1996,25/09/1996,male,mixail_xrusoxoidis
μιχαηλ χρυσοχοιδης,υπουργος δημοσιας ταξης,19/02/1999,13/04/2000,male,mixail_xrusoxoidis
μιχαηλ χρυσοχοιδης,υφυπουργος αναπτυξης,25/09/1996,19/02/1999,male,mixail_xrusoxoidis
μιχαηλ χρυσοχοιδης,υπουργος δημοσιας ταξης,13/04/2000,07/07/2003,male,mixail_xrusoxoidis
μιχαηλ χρυσοχοιδης,υπουργος αναπτυξης ανταγωνιστικοτητας και ναυτιλιας,27/06/2011,11/11/2011,male,mixail_xrusoxoidis
μιχαηλ χρυσοχοιδης,υπουργος προστασιας του πολιτη,07/10/2009,07/09/2010,male,mixail_xrusoxoidis
μιχαηλ χρυσοχοιδης,υπουργος οικονομιας ανταγωνιστικοτητας και ναυτιλιας,07/09/2010,27/06/2011,male,mixail_xrusoxoidis
μιχαηλ χρυσοχοιδης,υπουργος αναπτυξης ανταγωνιστικοτητας και ναυτιλιας,11/11/2011,07/03/2012,male,mixail_xrusoxoidis
μιχαηλ χρυσοχοιδης,υπουργος προστασιας του πολιτη,07/03/2012,17/05/2012,male,mixail_xrusoxoidis
μιχαηλ χρυσοχοιδης,υπουργος υποδομων μεταφορων και δικτυων,25/06/2013,27/01/2015,male,mixail_xrusoxoidis
μιχαηλ χρυσοχοιδης,υπουργος προστασιας του πολιτη,09/07/2019,31/08/2021,male,mixail_xrusoxoidis
μιχαηλ-γεωργιος λιαπης,υφυπουργος εμποριου,03/12/1992,13/10/1993,male,mixail-georgios_liapis
μιχαηλ-γεωργιος λιαπης,υπουργος μεταφορων και επικοινωνιων,10/03/2004,19/09/2007,male,mixail-georgios_liapis
μιχαηλ-γεωργιος λιαπης,υπουργος πολιτισμου,19/09/2007,07/01/2009,male,mixail-georgios_liapis
μιχαηλ-κωνσταντινος σταθοπουλος,υπουργος δικαιοσυνης,13/04/2000,24/10/2001,male,mixail-konstantinos_stathopoulos
μυρσινη ζορμπα,υπουργος πολιτισμου και αθλητισμου,29/08/2018,09/07/2019,female,mursini_zormpa
ναπολεων μαραβεγιας,υπουργος αγροτικης αναπτυξης και τροφιμων,17/05/2012,21/06/2012,male,napoleon_marabegias
νεκταριος σαντορινιος,αναπληρωτης υπουργος ναυτιλιας και νησιωτικης πολιτικης,29/08/2018,09/07/2019,male,nektarios_santorinios
νεκταριος σαντορινιος,υφυπουργος ναυτιλιας και νησιωτικης πολιτικης,05/11/2016,29/08/2018,male,nektarios_santorinios
νικη κεραμεως,υπουργος παιδειας και θρησκευματων,09/07/2019,26/05/2023,female,niki_kerameos
νικητας κακλαμανης,υπουργος υγειας και κοινωνικης αλληλεγγυης,10/03/2004,15/02/2006,male,nikitas_kaklamanis
νικολαος αγγελοπουλος,υφυπουργος εργασιας,03/12/1992,13/10/1993,male,nikolaos_aggelopoulos
νικολαος αγγελοπουλος,υφυπουργος απασχολησης και κοινωνικης προστασιας,10/03/2004,15/02/2006,male,nikolaos_aggelopoulos
νικολαος αθανασακης,υφυπουργος τυπου και μεσων μαζικης ενημερωσης,15/09/1995,22/01/1996,male,nikolaos_athanasakis
νικολαος ακριτιδης,υπουργος εμποριου,15/09/1995,22/01/1996,male,nikolaos_akritidis
νικολαος αναστασοπουλος,υφυπουργος υγειας προνοιας και κοινωνικων ασφαλισεων,03/12/1992,13/10/1993,male,nikolaos_anastasopoulos
νικολαος βουτσης,υπουργος εσωτερικων και διοικητικης ανασυγκροτησης,27/01/2015,27/08/2015,male,nikolaos_boutsis
νικολαος γκελεσταθης,υπουργος μεταφορων και επικοινωνιων,02/07/1989,12/10/1989,male,nikolaos_gkelestathis
νικολαος γκελεσταθης,υπουργος μεταφορων και επικοινωνιων,11/04/1990,03/12/1992,male,nikolaos_gkelestathis
νικολαος γκελεσταθης,υπουργος δημοσιας ταξης,03/12/1992,14/09/1993,male,nikolaos_gkelestathis
νικολαος γκεσουλης,υφυπουργος εθνικης παιδειας και θρησκευματων,24/10/2001,10/03/2004,male,nikolaos_gkesoulis
νικολαος θεμελης,υπουργος προεδριας της κυβερνησης,12/10/1989,23/11/1989,male,nikolaos_themelis
νικολαος θεμελης,υπουργος προεδριας της κυβερνησης,23/11/1989,11/04/1990,male,nikolaos_themelis
νικολαος κλειτος,υφυπουργος εσωτερικων,11/04/1990,08/08/1991,male,nikolaos_kleitos
νικολαος κλειτος,υπουργος εσωτερικων,08/08/1991,03/12/1992,male,nikolaos_kleitos
νικολαος κοτζιας,υπουργος εξωτερικων,27/01/2015,27/08/2015,male,nikolaos_kotzias
νικολαος κοτζιας,υπουργος εξωτερικων,23/09/2015,20/10/2018,male,nikolaos_kotzias
νικολαος κουρης,υφυπουργος εθνικης αμυνας,13/10/1993,22/01/1996,male,nikolaos_kouris
νικολαος κουρης,υφυπουργος εθνικης αμυνας,22/01/1996,25/09/1996,male,nikolaos_kouris
νικολαος κυριαζιδης,υφυπουργος οικονομικων,25/02/1994,22/01/1996,male,nikolaos_kuriazidis
νικολαος κωνσταντοπουλος,υπουργος εσωτερικων,02/07/1989,12/10/1989,male,nikolaos_konstantopoulos
νικολαος λεγκας,υφυπουργος οικονομιας και οικονομικων,19/09/2007,07/10/2009,male,nikolaos_legkas
νικολαος μαυραγανης,υφυπουργος υποδομων και μεταφορων,05/11/2016,15/01/2019,male,nikolaos_mauraganis
νικολαος μπιστης,υφυπουργος εσωτερικων δημοσιας διοικησης και αποκεντρωσης,07/07/2003,10/03/2004,male,nikolaos_mpistis
νικολαος νικολοπουλος,υφυπουργος εργασιας κοινωνικης ασφαλισης και προνοιας,21/06/2012,12/07/2012,male,nikolaos_nikolopoulos
νικολαος ξυδακης,αναπληρωτης υπουργος πολιτισμου παιδειας και θρησκευματων,27/01/2015,27/08/2015,male,nikolaos_xudakis
νικολαος ξυδακης,αναπληρωτης υπουργος εξωτερικων,23/09/2015,05/11/2016,male,nikolaos_xudakis
νικολαος παναγιωτοπουλος,υφυπουργος εργασιας κοινωνικης ασφαλισης και προνοιας,12/07/2012,25/06/2013,male,nikolaos_panagiotopoulos
νικολαος παναγιωτοπουλος,υπουργος εθνικης αμυνας,09/07/2019,26/05/2023,male,nikolaos_panagiotopoulos
νικολαος παπαθανασης,αναπληρωτης υπουργος αναπτυξης και επενδυσεων,05/08/2020,26/05/2023,male,nikolaos_papathanasis
νικολαος παπαθανασης,υφυπουργος αναπτυξης και επενδυσεων,09/07/2019,05/08/2020,male,nikolaos_papathanasis
νικολαος παππας,υπουργος εμπορικης ναυτιλιας,12/10/1989,23/11/1989,male,nikolaos_pappas
νικολαος παππας,υπουργος εμπορικης ναυτιλιας,23/11/1989,11/04/1990,male,nikolaos_pappas
νικολαος παππας,υπουργος επικρατειας,27/01/2015,27/08/2015,male,nikolaos_pappas
