date,event,member_name,member_role,gov_date_from,gov_date_to,gov_name
2010-09-30,διορισμος,ελπιδας τσουρη,"υφυπουργου θαλασσιων υποθεσεων, νησων και αλιειας",2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2010-09-30,διορισμος,ιωαννη διαμαντιδη,"υπουργου θαλασσιων υποθεσεων, νησων και αλιειας",2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2010-09-30,διορισμος,ελπιδας τσουρη,"υφυπουργου θαλασσιων υποθεσεων, νησων και αλιειας",2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-17,παραιτηση,γεωργιου παπακωνσταντινου,υπουργου οικονομικων,2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-17,παραιτηση,δημητριου δρουτσα,υπουργου εξωτερικων,2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-17,παραιτηση,ευαγγελου βενιζελου,υπουργου εθνικης αμυνας,2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-17,παραιτηση,κωνσταντινας μπιρμπιλη,"υπουργου περιβαλλοντος, ενεργειας και κλιματικης αλλαγης",2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-17,παραιτηση,δημητριου ρεππα,"υπουργου υποδομων, μεταφορων και δικτυων",2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-17,παραιτηση,λουκιας-ταρσιτσας κατσελη,υπουργου εργασιας και κοινωνικης ασφαλισης,2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-17,παραιτηση,χαραλαμπου καστανιδη,"υπουργου δικαιοσυνης, διαφανειας και ανθρωπινων δικαιωματων",2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-17,παραιτηση,χαραλαμπου παμπουκη,υπουργου επικρατειας,2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-17,παραιτηση,παναγιωτη μπεγλιτη,αναπληρωτη υπουργου εθνικης αμυνας,2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-17,παραιτηση,γεωργιου κουτρουμανη,αναπληρωτη υπουργου εργασιας και κοινωνικης ασφαλισης,2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-17,παραιτηση,τηλεμαχου χυτηρη,αναπληρωτη υπουργου πολιτισμου και τουρισμου,2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-17,παραιτηση,γεωργιου πεταλωτη,"υφυπουργου εσωτερικων, αποκεντρωσης και ηλεκτρονικης διακυβερνησης",2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-17,παραιτηση,φιλιππου σαχινιδη,υφυπουργου οικονομικων,2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-17,παραιτηση,δημητριου κουσελα,υφυπουργου οικονομικων,2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-17,παραιτηση,σπυριδωνα κουβελη,υφυπουργου εξωτερικων,2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-17,παραιτηση,αθανασιου μωραιτη,"υφυπουργου περιβαλλοντος, ενεργειας και κλιματικης αλλαγης",2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-17,παραιτηση,ιωαννη παναρετου,"υφυπουργου παιδειας, δια βιου μαθησης και θρησκευματων",2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-17,παραιτηση,σπυριδωνα βουγια,"υφυπουργου υποδομων, μεταφορων και δικτυων",2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-17,παραιτηση,βασιλειου κεγκερογλου,υφυπουργου εργασιας και κοινωνικης ασφαλισης,2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-17,παραιτηση,αννας νταλαρα,υφυπουργου εργασιας και κοινωνικης ασφαλισης,2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-17,παραιτηση,ελενης-μαριας αποστολακη,υφυπουργου αγροτικης αναπτυξης και τροφιμων,2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-17,παραιτηση,ιωαννη κουτσουκου,υφυπουργου αγροτικης αναπτυξης και τροφιμων,2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-17,διορισμος,ευαγγελου βενιζελου,αντιπροεδρου της κυβερνησης και υπουργου οικονομικων,2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-17,διορισμος,σταυρου λαμπρινιδη,υπουργου εξωτερικων,2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-17,διορισμος,παναγιωτη μπεγλιτη,υπουργου εθνικης αμυνας,2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-17,διορισμος,γεωργιου παπακωνσταντινου,"υπουργου περιβαλλοντος, ενεργειας και κλιματικης αλλαγης",2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-17,διορισμος,ιωαννη ραγκουση,"υπουργου υποδομων, μεταφορων και δικτυων",2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-17,διορισμος,γεωργιου κουτρουμανη,υπουργου εργασιας και κοινωνικης ασφαλισης,2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-17,διορισμος,μιλτιαδη παπαιωαννου,"υπουργου δικαιοσυνης, διαφανειας και ανθρωπινων δικαιωματων",2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-17,διορισμος,ηλια μοσιαλου,υπουργου επικρατειας,2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-17,διορισμος,φιλιππου σαχινιδη,αναπληρωτη υπουργου οικονομικων,2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-17,διορισμος,παντελη οικονομου,αναπληρωτη υπουργου οικονομικων,2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-17,διορισμος,κωνσταντινου σπηλιοπουλου,υφυπουργου εθνικης αμυνας,2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-17,διορισμος,ιωαννη κουτσουκου,υφυπουργου εργασιας και κοινωνικης ασφαλισης,2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-17,διορισμος,μαρκου μπολαρη,υφυπουργου υγειας και κοινωνικης αλληλεγγυης,2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-17,διορισμος,ιωαννη δριβελεγκα,υφυπουργου αγροτικης αναπτυξης και τροφιμων,2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-17,διορισμος,γεωργιου πεταλωτη,"υφυπουργου δικαιοσυνης, διαφανειας και ανθρωπινων δικαιωματων",2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-27,παραιτηση,ιωαννη ραγκουση,"υπουργου εσωτερικων, αποκεντρωσης και ηλεκτρονικης διακυβερνησης",2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-27,παραιτηση,μιχαηλ χρυσοχοιδη,"υπουργου οικονομιας, ανταγωνιστικοτητας και ναυτιλιας",2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-27,παραιτηση,ιωαννη διαμαντιδη,"υπουργου θαλασσιων υποθεσεων, νησων και αλιειας",2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-27,παραιτηση,σωκρατη ξυνιδη,"αναπληρωτη υπουργου οικονομιας, ανταγωνιστικοτητας και ναυτιλιας",2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-27,παραιτηση,θεοδωρας τζακρη,"υφυπουργου εσωτερικων, αποκεντρωσης και ηλεκτρονικης διακυβερνησης",2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-27,παραιτηση,γεωργιου ντολιου,"υφυπουργου εσωτερικων, αποκεντρωσης και ηλεκτρονικης διακυβερνησης",2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-27,παραιτηση,παναγιωτη ρηγα,"υφυπουργου οικονομιας, ανταγωνιστικοτητας και ναυτιλιας",2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
2011-06-27,παραιτηση,κωνσταντινου ροβλια,"υφυπουργου οικονομιας, ανταγωνιστικοτητας και ναυτιλιας",2009-10-06,2011-11-11,παπανδρεου α. γεωργιου
